id,batch_id,account_code,item_description,brand,model,serial_no,qty_physical_count,unit_cost,line_total_db,line_total_normalized,remarks
19076,14,1.06.05.020.00,"with ARDF; Gestetner MP2001L SN: E346M550018",Gestetner,MP2001L,E346M550018,1,79000.00,79000.00,79000.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19077,14,1.06.05.020.00,"with ARDF; Gestetner MP2014AD SN: G617M750155",Gestetner,MP2014AD,G617M750155,1,54500.00,54500.00,54500.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19078,14,1.06.05.020.00,"3 ton; floor mounted; Kolin, Outdoor: 20221805-14144; Indoor: 20211801-13643",Kolin,20221805-14144,"20221805-14144 / 20211801-13643",1,84650.00,84650.00,84650.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19079,14,1.06.05.020.00,"3 ton; floor mounted; Kolin, Outdoor: SN: 20221805-14147; Indoor: 20211806-14435",Kolin,SN,"20221805-14147 / 20211806-14435",1,84650.00,84650.00,84650.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19080,14,1.06.05.020.00,"3 ton; floor mounted; Kolin, Outdoor: SN: 20221805-13796 Indoor: 20211801-13739",Kolin,SN,"20221805-13796 / 20211801-13739",1,84650.00,84650.00,84650.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19081,14,1.06.05.020.00,"Wall Mounted-DAIKIN 2.5 HP SN: E012583",Wall,HP,E012583,1,53900.00,53900.00,53900.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19082,14,1.06.05.020.00,"Wall Mounted-DAIKIN 2.5 HP SN: E009159",Wall,HP,E009159,1,53900.00,53900.00,53900.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19083,14,1.06.05.020.00,"Wall Mounted-DAIKIN 2.5 HP SN: E012502",Wall,HP,E012502,1,53900.00,53900.00,53900.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19084,14,1.06.05.020.00,"Wall Mounted-DAIKIN 2.5 HP SN: E010708",Wall,HP,E010708,1,53900.00,53900.00,53900.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19085,14,1.06.05.020.00,"5 tonner; split type; floor mounted; Koppel SN: KL273089",Koppel,Koppel,KL273089,1,103320.00,103320.00,103320.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19086,14,1.06.05.020.00,"split type 3 tonner; Kolin SN: 20211807-15269",Kolin,Kolin,20211807-15269,1,76100.00,76100.00,76100.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19087,14,1.06.05.020.00,"split type 3 tonner; Kolin SN: 20211807-15282",Kolin,Kolin,20211807-15282,1,76100.00,76100.00,76100.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19088,14,1.06.05.020.00,"split type 3 tonner; Kolin SN: 20211807-15277",Kolin,Kolin,20211807-15277,1,76100.00,76100.00,76100.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19089,14,1.06.05.020.00,"split type 3 tonner; Kolin SN: 20211806-14244",Kolin,Kolin,20211806-14244,1,76100.00,76100.00,76100.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19090,14,1.06.05.020.00,"5 tonner, split type; floor mounted; Koppel SN: KL273088",Koppel,Koppel,KL273088,1,103320.00,103320.00,103320.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
19091,14,1.06.05.020.00,"6 tonner, split type; floor mounted; Koppel SN: LL323286",Koppel,Koppel,LL323286,1,103320.00,103320.00,103320.00,"Marked: RPCPPE 2025 submitted to Accounting (2026-04-13) | RPCPPE_2025_LIST"
