id,batch_id,account_code,account_name,property_number,classification_name,item_description,brand,model,serial_no,qty_physical_count,qty_property_card,unit_cost,line_total,acquisition_date,office_name
19151,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0013-013,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209179C00469","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209179C00469,1,1,50010.00,50010.00,,"College of Computer Studies"
19152,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0014-013,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209179C00803","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209179C00803,1,1,50010.00,50010.00,,"College of Computer Studies"
19153,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0015-013,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02142","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02142,1,1,50010.00,50010.00,,"College of Computer Studies"
19154,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0016-013,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209179C00894","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209179C00894,1,1,50010.00,50010.00,,"College of Computer Studies"
19155,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0017-013,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209179C00142","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209179C00142,1,1,50010.00,50010.00,,"College of Computer Studies"
19156,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0018-013,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209179C00143","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209179C00143,1,1,50010.00,50010.00,,"College of Computer Studies"
19157,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0019-013,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02106","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02106,1,1,50010.00,50010.00,,"College of Computer Studies"
19158,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0020-013,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209179C00240","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209179C00240,1,1,50010.00,50010.00,,"College of Computer Studies"
19159,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0021-013,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209179C00478","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209179C00478,1,1,50010.00,50010.00,,"College of Computer Studies"
19160,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0138-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02140","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02140,1,1,50010.00,50010.00,,
19161,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0139-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02182","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02182,1,1,50010.00,50010.00,,
19162,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0140-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02469","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02469,1,1,50010.00,50010.00,,
19163,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0141-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209179C00933","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209179C00933,1,1,50010.00,50010.00,,
19164,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0142-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02187","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02187,1,1,50010.00,50010.00,,
19165,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0143-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02192","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02192,1,1,50010.00,50010.00,,
19166,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0144-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY210070B00998","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY210070B00998,1,1,50010.00,50010.00,,
19167,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0145-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02196","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02196,1,1,50010.00,50010.00,,
19168,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0146-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02143","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02143,1,1,50010.00,50010.00,,
19169,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0147-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02029","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02029,1,1,50010.00,50010.00,,
19170,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0148-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209179C00922","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209179C00922,1,1,50010.00,50010.00,,
19171,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0149-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02181","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02181,1,1,50010.00,50010.00,,
19172,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0150-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02040","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02040,1,1,50010.00,50010.00,,
19173,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0151-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02034","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02034,1,1,50010.00,50010.00,,
19174,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0152-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02372","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02372,1,1,50010.00,50010.00,,
19175,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0153-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02033","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209160B02033,1,1,50010.00,50010.00,,
19176,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0154-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209179C00941","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209179C00941,1,1,50010.00,50010.00,,
19177,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0155-000,"LED TV","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209179C00915","55 inch, 4K Smart Google TV- TCL Model: 55P635",55P635,2401ALY209179C00915,1,1,50010.00,50010.00,,
19178,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0026-021,"TV with Customized Whiteboard","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02185",TCL,55P635,2401ALY209160B02185,1,1,61000.00,61000.00,2025-01-01,"College of Maritime Studies"
19179,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0027-021,"TV with Customized Whiteboard","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02032",TCL,55P635,2401ALY209160B02032,1,1,61000.00,61000.00,2025-01-01,"College of Maritime Studies"
19180,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0028-021,"TV with Customized Whiteboard","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02260",TCL,55P635,2401ALY209160B02260,1,1,61000.00,61000.00,2025-01-01,"College of Maritime Studies"
19181,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0029-021,"TV with Customized Whiteboard","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209160B02259",TCL,55P635,2401ALY209160B02259,1,1,61000.00,61000.00,2025-01-01,"College of Maritime Studies"
19182,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0030-021,"TV with Customized Whiteboard","55 inch, 4K Smart Google TV- TCL Model: 55P635; SN: 2401ALY209179C00929",TCL,55P635,2401ALY209179C00929,1,1,61000.00,61000.00,2025-01-01,"College of Maritime Studies"
19183,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0012-009,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNX100123",SAMSUNG,UA75CU7000G,0NWE3NNX100123,1,1,82000.00,82000.00,2025-01-01,"College of Business Accountancy"
19184,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0013-009,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNX100076",SAMSUNG,UA75CU7000G,0NWE3NNX100076,1,1,82000.00,82000.00,2025-01-01,"College of Business Accountancy"
19185,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0029-032,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNX100061",SAMSUNG,UA75CU7000G,0NWE3NNX100061,1,1,82000.00,82000.00,2025-01-01,"College of Engineering and Architecture"
19186,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0022-013,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNX100077",SAMSUNG,UA75CU7000G,0NWE3NNX100077,1,1,82000.00,82000.00,2025-01-01,"College of Computer Studies"
19187,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0156-000,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNX100104",SAMSUNG,UA75CU7000G,0NWE3NNX100104,1,1,82000.00,82000.00,2025-01-01,
19188,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0157-000,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNX100074",SAMSUNG,UA75CU7000G,0NWE3NNX100074,1,1,82000.00,82000.00,2025-01-01,
19189,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0008-081,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNX100083",SAMSUNG,UA75CU7000G,0NWE3NNX100083,1,1,82000.00,82000.00,2025-01-01,"College of Criminal Justice Education"
19190,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0011-038,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNX100113",SAMSUNG,UA75CU7000G,0NWE3NNX100113,1,1,82000.00,82000.00,2025-01-01,"College of Arts and Sciences"
19191,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0031-021,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNWB00080",SAMSUNG,UA75CU7000G,0NWE3NNWB00080,1,1,82000.00,82000.00,2025-01-01,"College of Maritime Studies"
19192,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0004-028,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNX100075",SAMSUNG,UA75CU7000G,0NWE3NNX100075,1,1,82000.00,82000.00,2025-01-01,"Laboratory High School"
19193,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0007-080,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNX100080",SAMSUNG,UA75CU7000G,0NWE3NNX100080,1,1,82000.00,82000.00,2025-01-01,CIT
19194,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0158-000,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNX100072",SAMSUNG,UA75CU7000G,0NWE3NNX100072,1,1,82000.00,82000.00,2025-01-01,
19195,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0159-000,TV,"75' UHD 4K Smart Television - SAMSUNG Model: UA75CU7000G SN: 0NWE3NNX100110",SAMSUNG,UA75CU7000G,0NWE3NNX100110,1,1,82000.00,82000.00,2025-01-01,
19196,14,1.06.05.020.00,"Office Equipment",2024-01-00.000-0001-032,"Smart TV","65"" UHD 4K, refresh rate 60Hz, SAMSUNG - UA65DU7000G SN: 0U4A3NEX301051",SAMSUNG,UA65DU7000G,0U4A3NEX301051,1,1,57450.00,57450.00,2024-09-30,"College of Engineering and Architecture"
19197,14,1.06.05.020.00,"Office Equipment",2024-01-00.000-0001-011,"Smart TV","65"" UHD 4K, refresh rate 60Hz, SAMSUNG - UA65DU7000G SN: 0U4A3NEX300587",SAMSUNG,UA65DU7000G,0U4A3NEX300587,1,1,57450.00,57450.00,2024-09-30,"College of Industrial Technology"
19198,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0009-025,"CONFERENCE PROJECTIVE MEDIA EQUIPMENT(DAHUA INTERACTICE WHITEBOARD LCH75-MC410-B","75 inch touchscreen, 3,840 x 2,160 pixels, 400 cd/m2 brigthness, Plug and Play Android apps, easy-to use interface and built-in Apps, built-in camera and microphone for interactive conference, HDMI, USB or type-C compatible, split-screen presentation capability, picture-in picture function, multi-touch support for up to 20 mutli; MODEL: DHI-LCH75-MC410-B; SN: AA00E8BPGT00045","MODEL: DHI-LCH75-MC410-B",DHI-LCH75-MC410-B,AA00E8BPGT00045,1,1,110000.00,110000.00,,"General Services Unit"
19199,14,1.06.05.020.00,"Office Equipment",2024-01-00.000-0001-033,"LED WALL","""SET- (ABRAM) 4Mx2.5M P3.91 INDOOR FULL COLORED LED DISPLAY
Includes:
40 pcs. 500mmx500mmx87mm LED display cabinet
2 pcs Novastar all in one video processors. 
SN: 2KUA03C07W0A10003277
SN: 2KUA03C07W0A10003347
8 pcs. 250mmx250mm spare module
4 pcs. Spare power supply
4 pcs spare nova receiver
8 pcs. 0.5M hanging beam
1-unit AVR- 10KVA (STAVCI)
75M 2.Omm2 (14#) 2C Royal Cord
2 pcs 30m heavy duty HDMI""",ABRAM,,"2KUA03C07W0A10003277 SN: 2KUA03C07W0A10003347 8 pcs. 250mmx250mm spare module 4 pcs. Spare power supply 4 pcs spare nova receiver 8 pcs. 0.5M hanging beam 1-unit AVR- 10KVA (STAVCI) 75M 2.Omm2 (14#) 2",1,1,1587500.00,1587500.00,2024-09-30,"VP for Academic Affairs"
19370,14,1.06.05.020.00,"Office Equipment",2024-01-00.000-0001-038,"Smart TV","65"" UHD 4K, refresh rate 60Hz, SAMSUNG - UA65DU7000G SN: 0U4A3NEX300583",SAMSUNG,UA65DU7000G,0U4A3NEX300583,1,1,57450.00,57450.00,2024-09-30,"College of Arts and Sciences"
19371,14,1.06.05.020.00,"Office Equipment",2024-01-00.000-0002-033,"Smart TV","65"" UHD 4K, refresh rate 60Hz, SAMSUNG - UA65DU7000G SN: 	0U4A3NEX301052",SAMSUNG,UA65DU7000G,0U4A3NEX301052,1,1,57450.00,57450.00,2024-09-30,"VP for Academic Affairs"
19372,14,1.06.05.020.00,"Office Equipment",2024-01-00.000-0001-009,"Smart TV","65"" UHD 4K, refresh rate 60Hz, SAMSUNG - UA65DU7000G SN: 	0U4A3NEX301056",SAMSUNG,UA65DU7000G,0U4A3NEX301056,1,1,57450.00,57450.00,2024-09-30,"College of Business Accountancy"
19373,14,1.06.05.020.00,"Office Equipment",2024-01-00.000-0001-013,"Smart TV","65"" UHD 4K, refresh rate 60Hz, SAMSUNG - UA65DU7000G SN: 	0U4A3NEX300668",SAMSUNG,UA65DU7000G,0U4A3NEX300668,1,1,57450.00,57450.00,2024-09-30,"College of Computer Studies"
19374,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0160-000,Aircon,"Everest, 3 tonner; SN: 240062374015C140160054;",Everest,"3 Tonner",240062374015C140160054,1,1,71500.00,71500.00,2025-01-01,
19375,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0030-032,Aircon,"Everest, 3 tonner; SN: AHU: 24006237015C140160030: ACCU: 24006237025C090160033z",Everest,"3 Tonner","AHU:24006237015C140160030 / ACCU:24006237025C090160033z",1,1,71500.00,71500.00,2025-01-01,"College of Engineering and Architecture"
19376,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0161-000,Aircon,"Everest, 3 tonner; SN: AHU: 240062374015C140160029; ACCU: 240062374025C090160039",Everest,"3 Tonner","AHU:240062374015C140160029 / ACCU:240062374025C090160039",1,1,71500.00,71500.00,2025-01-01,
19388,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0004-050,Aircon,"3T, inverter, floor-mounted; split type, with free installation Outdoor SN: 540N305440244170860006; BOSTON BAY - MFJ-36CRDN1R32-NR SN Indoor: 540N306130141110810047","BOSTON BAY",MFJ-36CRDN1R32-NR,540N305440244170860006,1,1,114770.00,114770.00,2025-01-01,"Procurement Unit"
19389,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0001-055,Aircon,"3T; inverter; floor-mounted; split type
Outdoor Model: AC036BXPDKC, SN: BPQEP3CY700132D; SAMSUNG - AC036BNPDKC Indoor SN: BPQDP3EY700080L",SAMSUNG,AC036BXPDKC,BPQEP3CY700132D,1,1,103250.00,103250.00,2025-12-18,"Business Operations Unit"
19390,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0001-085,Aircon,"2.5HP; inverter; split type; wall mounted; Outdoor SN: 121202AHCNW16252D000028; TCL - TAC-24CSA/BEI; Indoor SN: 121201AHCMN25252A000115",TCL,TAC-24CSA/BEI,121202AHCNW16252D000028,1,1,65940.00,65940.00,2025-12-18,"Finance Division"
19391,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0005-028,Aircon,"2.5HP; inverter; split type; wall mounted- Gray; TCL - TAC-24CSA/BEI SN: 121201AHCMN25252A000098",TCL,TAC-24CSA/BEI,121201AHCMN25252A000098,1,1,65940.00,65940.00,2025-12-18,"Laboratory High School"
19392,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0006-028,Aircon,"2.5HP; inverter; split type; wall mounted- Gray; TCL - TAC-24CSA/BEI SN:  121201AHCMN25252A000056",TCL,TAC-24CSA/BEI,121201AHCMN25252A000056,1,1,65940.00,65940.00,2025-12-18,"Laboratory High School"
19393,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0162-000,Aircon,"2.5HP; inverter; split type; wall mounted; TCL - TAC-24CSA/BEI SN: 121201AHCMN25252A000046",TCL,TAC-24CSA/BEI,121201AHCMN25252A000046,1,1,65940.00,65940.00,2025-12-18,
19394,14,1.06.05.020.00,"Office Equipment",2025-01-00.000-0163-000,Aircon,"2.5HP; inverter; split type; wall mounted; TCL - TAC-24CSA/BEI SN: 121201AHCMN25252A000182",TCL,TAC-24CSA/BEI,121201AHCMN25252A000182,1,1,65940.00,65940.00,2025-12-18,
